row,room_id,host_id,room_type,address,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,latitude,longitude,name
4128,20024743,10281202,Private room,Seattle,9,5,2,1,1,50,47.567636,-122.367804,Seattle - Double Room
4129,20025666,86157147,Entire home/apt,Seattle,99,5,4,1,1,81,47.612728,-122.330394,Stay here and be near EVERYTHING!
4130,20028054,3198336,Entire home/apt,Seattle,90,5,6,2,2.5,155,47.692325,-122.365947,Idyllic Pacific Northwest Green Retreat ★ Walkable
4131,20028863,23466960,Private room,Seattle,77,5,2,1,1,85,47.623037,-122.358858,Super Rad Pad!
4132,20029096,50550045,Entire home/apt,Seattle,22,5,2,1,1,94,47.614862,-122.33408,Seattle High Rise Views AK
4133,20029802,142248716,Entire home/apt,Seattle,76,5,4,1,1,119,47.656411,-122.326688,Latona Guest Suite
4134,20030086,9095042,Entire home/apt,Seattle,8,5,2,1,1,119,47.567674,-122.37779,URBAN LAND YACHT @ The Bamboo Ranch Art Studio
4136,20031528,82961680,Entire home/apt,Seattle,42,5,3,1,1,95,47.61332,-122.323068,City-View Capitol Hill/Convention Center Condo
4137,20031669,82961680,Entire home/apt,Seattle,5,5,3,1,1,95,47.612967,-122.324541,City-View Capitol Hill/Convention Center Condo
4138,20031868,82961680,Entire home/apt,Seattle,24,5,3,1,1,95,47.6137,-122.323776,City-View Capitol Hill/Convention Center Condo
4139,20032059,82961680,Entire home/apt,Seattle,24,5,3,1,1,95,47.613595,-122.325062,City-View Capitol Hill/Convention Center Condo
4140,20032556,142275493,Entire home/apt,Seattle,90,5,2,0,1,89,47.617175,-122.357821,Centrally located modern studio with great views!
4141,20033536,40881069,Entire home/apt,Seattle,190,5,4,1,1,65,47.659508,-122.351196,Guesthouse Studio Loft with Serene Back Patio
4142,20034739,85076667,Private room,Seattle,13,4.5,2,1,2,79,47.667815,-122.362897,The room formally known as Prince (COR)
4143,20035812,142313113,Private room,Seattle,82,5,2,1,1,30,47.657169,-122.349097,Quiet sunny room located centrally in arty Fremont
4144,20038601,142337722,Entire home/apt,Seattle,65,5,2,0,1,79,47.617086,-122.347529,Belltown Studio With King Bed
4145,20048825,137406406,Private room,Seattle,25,4.5,2,1,1,35,47.589324,-122.304597,"Bright, Comfortable Room in Community House"
4146,20050709,5819249,Private room,Seattle,51,4.5,2,1,1,55,47.641923,-122.35555,"Beautiful, Emerald Room on Top of Queen Anne"
4147,20050930,50550045,Entire home/apt,Seattle,4,4.5,2,1,1,75,47.615481,-122.321361,1 Capitol Hill 1bdrm Corp Apartment -15 day min XX
4148,20051149,50550045,Entire home/apt,Seattle,1,,2,1,1,200,47.613905,-122.347822,Pike Place Market 1BRGorgeous Views 2 AT
4149,20058252,64097693,Entire home/apt,Seattle,6,4.5,6,3,2,86,47.605652,-122.307322,3 bedroom Squire Park townhome
4150,20058867,22575565,Private room,Seattle,31,5,1,1,2,48,47.657763,-122.325603,Wallingford bedroom one mile to UW campus
4151,20070375,142628007,Entire home/apt,Seattle,40,5,6,2,2.5,190,47.611175,-122.315161,Modern Townhome with Private Rooftop Patio!
4152,20070863,142656913,Private room,Seattle,9,5,4,2,1,163,47.527156,-122.354437,West Seattle private suite for families
4153,20071314,5819249,Private room,Seattle,41,4.5,2,1,1,50,47.643708,-122.355953,"Cozy, Opal Room on Top of Queen Anne Hill"
4154,20073644,17243884,Entire home/apt,Seattle,18,5,6,3,2.5,189,47.513894,-122.345101,Between Downtown and Airport
4155,20075979,6746292,Private room,Seattle,92,5,2,1,1,55,47.640501,-122.368794,Luxurious Room near SPU+ Space Needle-Free Parking
4156,20090813,2470970,Entire home/apt,Seattle,173,5,2,0,1,79,47.527843,-122.259782,Lake cottage @ Pritchard Beach - near down town
4157,20095739,13701143,Private room,Seattle,81,5,2,1,1.5,45,47.53306,-122.35378,Bright Bedroom in West Seattle
4159,20119509,340192,Entire home/apt,Seattle,0,,2,1,1,70,47.614954,-122.348584,Belltown Urban Oasis
4160,20121141,22575565,Private room,Seattle,4,5,1,1,2,50,47.657194,-122.327511,Wallingford private bedroom mile from UW hospital
4161,20121716,1433265,Entire home/apt,Seattle,9,5,3,2,1,115,47.671504,-122.316671,"Cozy Craftsman Near Ravenna, Green Lake & UW"
4162,20134229,19409558,Entire home/apt,Seattle,11,5,6,3,2,300,47.637503,-122.317829,"Beautiful, huge home in quiet Capitol Hill"
4163,20135615,88815403,Entire home/apt,Seattle,22,5,3,1,1,195,47.64772,-122.333152,The Cabin - A houseboat on Seattle's Lake Union
4164,20137424,56662173,Entire home/apt,Seattle,73,5,5,2,1,129,47.653767,-122.351166,"Emerald House Fremont-w/ parking, no cleaning fee"
4165,20137653,135554033,Private room,Seattle,38,5,2,1,1.5,55,47.530997,-122.280312,Charming brick house close to transit- Rm 2
4166,20137795,2536,Private room,Seattle,21,5,1,1,1,49,47.609593,-122.290888,Casita Madrona
4167,20137888,18994531,Entire home/apt,Seattle,42,5,4,1,1,90,47.679438,-122.367987,Cozy Garden Guesthouse in Ballard
4168,20138116,13701143,Private room,Seattle,57,5,2,1,1.5,45,47.531842,-122.354119,Lovely Bedroom in West Seattle
4169,20138803,50978087,Private room,Seattle,14,5,2,1,1,45,47.68173,-122.298248,"Private room/bath in house. By U.W., downtown."
4170,20139362,35396029,Entire home/apt,Seattle,65,5,2,1,1,55,47.636104,-122.32505,"Franklin Guest House - ""Eastman Suite"" Unit 2E"
4171,20139953,143242978,Entire home/apt,Seattle,4,5,5,3,1,189,47.658534,-122.393643,"Gorgeous, Comfortable, Family View Home"
4172,20140099,35396029,Entire home/apt,Seattle,62,5,2,1,1,62,47.636291,-122.32343,"Franklin Guest House -  ""Whitman Suite"" Unit 2W"
4173,20141183,31354928,Private room,Seattle,66,5,2,1,1,89,47.634435,-122.355156,Queen Anne Private Courtyard Suite
4174,20148935,13920168,Entire home/apt,Seattle,27,5,6,2,2.5,299,47.641892,-122.359494,Modern Traveler's Dream Home
4175,20153726,87802001,Entire home/apt,Seattle,7,5,2,2,1,89,47.512589,-122.249337,2 Bedroom Waterfront condo. Close to everything!
4176,20154129,27785298,Entire home/apt,Seattle,38,5,4,1,1,110,47.572836,-122.312671,The Escape on Beacon Hill
4178,20155839,143424133,Entire home/apt,Seattle,28,5,6,2,1,80,47.681926,-122.28933,Wedgwood Cottage
4179,20166022,10944778,Entire home/apt,Seattle,36,5,4,2,1,90,47.693981,-122.344184,Greenlake Gem - **2 Bedroom with Kitchen!**
4180,20167085,90608743,Private room,Redmond,9,5,2,1,1,95,47.680466,-122.122247,Redmond Two Bedroom
4181,20169621,11164643,Entire home/apt,Seattle,61,5,4,0,1,120,47.653845,-122.344013,Modern Industrial Fremont Studio
4182,20171311,45829928,Entire home/apt,Kirkland,6,5,4,2,2,143,47.675892,-122.195321,Modern Cozy Condo near DT Kirkland
4183,20171893,143573495,Entire home/apt,Seattle,95,5,6,2,1,89,47.613608,-122.30715,"Comfortable, spacious duplex in Walker's Paradise."
4185,20176620,2134209,Entire home/apt,Seattle,94,4.5,4,1,1,81,47.618615,-122.324539,Relax in a Gorgeous Studio/Loft ♡ of Seattle
4186,20176915,57590612,Entire home/apt,Seattle,34,5,6,2,1,135,47.612618,-122.329488,Downtown Retreat / Convention Center  2BR/1BA
4187,20178074,15178427,Entire home/apt,Seattle,0,,12,6,6,3000,47.658215,-122.381796,Mega yacht
4188,20189383,65074489,Entire home/apt,Seattle,68,5,4,0,1,120,47.666672,-122.329155,Garden Cottage in Tangletown
4189,20189433,751008,Entire home/apt,Seattle,31,5,4,1,1,106,47.578436,-122.37718,West Seattle Modern Retreat / Close to Downtown
4190,20192534,42509929,Entire home/apt,Seattle,13,5,4,1,1,65,47.685878,-122.386019,Roomy Ballard basement apartment * Patio * Privacy
4191,20192701,18250886,Entire home/apt,Seattle,94,5,2,0,1,99,47.573608,-122.413628,Alki Beach Oasis
4192,20193691,29186258,Entire home/apt,Bellevue,10,4.5,5,2,1,148,47.606667,-122.20136,"2B spacious condo next to Main Street ,紧邻市区中心公园公寓"
4194,20196666,139011270,Private room,Seattle,66,5,1,1,1,35,47.573077,-122.293641,Cozy Private Bedroom & Bathroom In Seattle!
4195,20197362,20046375,Entire home/apt,Seattle,57,5,4,1,1.5,63,47.592838,-122.303085,"A contemporary, loft style townhouse"
4197,20212882,10916686,Entire home/apt,Seattle,113,5,8,3,2.5,69,47.618429,-122.313523,Stunning Designer Townhouse with Rooftop Views
4198,20213679,7074357,Entire home/apt,Seattle,22,5,4,1,1,100,47.671393,-122.323311,Seattle Retreat in Green Lake neighborhood
4199,20214304,143996990,Entire home/apt,Seattle,135,5,2,0,1,69,47.526067,-122.264546,The Little Boat House a Cottage - Pritchard Beach
4201,20228901,41419411,Entire home/apt,Seattle,29,5,2,0,1,103,47.636248,-122.325222,Comfortable Studio Apt in Eastlake
4202,20233409,16667032,Entire home/apt,Seattle,19,5,3,1,1,75,47.52351,-122.392753,"Incredible Views, Bus nearby"
4203,20234206,3948852,Entire home/apt,Seattle,4,5,2,1,1,95,47.597371,-122.300521,Bamboo garden sanctuary in the city
4204,20236793,124853735,Entire home/apt,Seattle,93,5,2,1,1,65,47.620291,-122.3012,Capitol Hill Unit
4205,20239039,28452678,Private room,Seattle,88,5,3,1,1.5,40,47.619928,-122.305449,Spacious bedroom Cap Hill- walk everywhere!
4206,20243453,144274558,Entire home/apt,Seattle,27,5,2,0,1,75,47.541267,-122.386792,"Cute, Hip and Cozy Modern Studio in West Seattle"
4207,20252870,18615756,Private room,Seattle,40,5,4,2,1,89,47.597155,-122.310247,Home Away From Home - 2 Private Bedrooms
4208,20266780,144476152,Entire home/apt,Seattle,99,5,2,1,1,82,47.614613,-122.341214,The Ginny Room: Vintage Modern 1BR Apt Downtown
4209,20266823,70709121,Entire home/apt,Seattle,17,5,4,2,1,150,47.606899,-122.338957,In the heart of downtown Seattle!
4210,20267038,29193088,Private room,Bellevue,5,4,2,1,1,95,47.588065,-122.17488,Bellevue Guest House
4211,20268930,20994898,Entire home/apt,Seattle,120,4.5,3,0,1,50,47.611932,-122.322153,"*Quiet studio right off Pike, 98 walk score w/ AC!"
4212,20269051,4874276,Entire home/apt,Seattle,60,5,4,1,1,95,47.615125,-122.346734,Quiet Belltown Pike Market 1bd Garden View Parking
4213,20269058,4874276,Entire home/apt,Seattle,52,4.5,4,1,1,90,47.611669,-122.33075,Stones throw to Convenion Center 1bd View Apt
4214,20270314,138803554,Entire home/apt,Seattle,81,5,4,1,1,80,47.66837,-122.311801,"Downtown Seattle 5min away, walk to UW, near Rail"
4215,20270794,111430207,Private room,Seattle,87,5,2,1,1,55,47.56255,-122.281235,Great room with 2 beds - easy walk to light rail.
4216,20270953,94706699,Entire home/apt,Seattle,61,5,2,1,1,101,47.641872,-122.324459,"★1BD-Penthouse, Spectacular BalconyView + Parking★"
4217,20279587,65237421,Private room,Seattle,52,5,2,1,1,62,47.649135,-122.401429,Cozy private room and bath in quiet Magnolia
4218,20282909,28452678,Private room,Seattle,73,5,2,1,1.5,30,47.619314,-122.306005,Quiet hideaway in Capitol Hill!
4219,20283906,130080623,Entire home/apt,Seattle,24,5,5,2,1,111,47.694576,-122.364054,Cozy House in Greenwood
4220,20285016,11665430,Entire home/apt,Seattle,31,5,2,1,1,85,47.627516,-122.350823,Perfectly Located Soho-Chic 1BR Seattle Apartment
4221,20285652,6074452,Private room,Seattle,130,5,2,1,1,55,47.625904,-122.349578,Queen Anne Space Needle View Bedroom
4222,20285712,15082394,Entire home/apt,Seattle,68,4.5,3,1,1,39,47.616315,-122.340629,98 Walk Score Classic Urban Retreat Space Needle
4223,20287404,108270305,Entire home/apt,Seattle,42,5,2,1,1,58,47.67705,-122.354016,Cozy Comfort on Phinney Ridge
4224,20287584,144707407,Entire home/apt,Seattle,49,4.5,7,3,2,95,47.669195,-122.279733,Vintage Hawthorne Hills House | Burke-Gilman Trail
4225,20297200,4671077,Entire home/apt,Seattle,42,5,2,1,1,75,47.717929,-122.35333,"Clean, Bright Lower Level of Home in North Seattle"
4226,20307721,65138972,Entire home/apt,Seattle,62,5,4,2,1,99,47.569225,-122.313479,Newly remodeled private floor w/ separate entrance
4227,20308607,595610,Entire home/apt,Seattle,124,4.5,3,0,1,55,47.618555,-122.30686,Convenient & Curated Studio in Hip Cap Hill
4228,20309188,18021034,Entire home/apt,Seattle,88,5,4,1,1,85,47.692745,-122.371254,"Comfy, Clean, & Cozy With Access to all of Seattle"
4229,20313218,10451494,Entire home/apt,Seattle,3,4,5,1,1,105,47.686754,-122.365509,"Avocado Den, Studio Apartment"
4230,20325051,145005066,Private room,Seattle,102,5,2,1,1,38,47.70387,-122.347727,North Greenwood guest room.
4231,20327028,101285257,Entire home/apt,Seattle,21,5,2,1,1,99,47.537453,-122.394345,Lincoln Park Tiny House
4232,20327872,2994387,Private room,Seattle,56,5,4,1,1,34,47.690269,-122.313007,"❤️ Cherry Blossom Bed & Lite Bkfst Near UW, Dwntwn"
4233,20328571,3725854,Entire home/apt,Seattle,50,5,2,1,1,95,47.641644,-122.357315,Private sanctuary on historic Queen Anne Hill
4234,20328966,52101716,Entire home/apt,Seattle,28,5,8,3,2.5,275,47.586453,-122.313941,Modern 3br townhouse in North Beacon Hill w/View
4235,20330713,2994387,Private room,Seattle,59,5,4,1,1,50,47.688953,-122.311937,"⭐ Emerald City at Night: Lite Bkfst, Near it All!"
4236,20330763,141688566,Private room,Seattle,24,4.5,3,1,1,80,47.582454,-122.29519,"King size memory foam near downtown, train & lake."
4237,20332755,4233923,Private room,Seattle,11,5,2,1,1,42,47.516547,-122.385117,"Cozy bedroom/bath, for 1-2, in West Seattle house"
4238,20333979,2994387,Private room,Seattle,64,5,4,1,1,44,47.690151,-122.313362,"Sleep in Seattle! ☕, Lite Bkfst, Near UW, Dwntwn"
4239,20365653,21749838,Entire home/apt,Seattle,37,5,4,0,1,100,47.605391,-122.329978,Colorful + Spacious Studio in Downtown Seattle
4240,20367435,3074414,Entire home/apt,Seattle,7,4.5,5,1,1,105,47.657243,-122.315977,"Short walk to UW, Spacious and Relaxing (29)"
4241,20381725,22372266,Entire home/apt,Seattle,34,5,16,7,4,475,47.627699,-122.361989,6+ Bdrm Home Perfect 4 Groups -- Walk 2 Downtown!
4242,20384040,595610,Entire home/apt,Seattle,84,5,5,2,1,72,47.618583,-122.305564,Artist Inspired Double Loft Centrally Located!
4243,20390023,5149227,Entire home/apt,Seattle,63,5,2,0,1,85,47.62012,-122.294298,Bright Madison Valley Carriage House
4244,20390246,143521753,Entire home/apt,Seattle,5,4.5,8,3,3,152,47.687806,-122.356872,3BR Craftsman w/ Porch & Deck
4245,20390286,143519492,Entire home/apt,Seattle,3,3.5,6,3,2,216,47.659421,-122.340182,Bright Seattle Home - Ideal Location
4246,20390303,143510570,Entire home/apt,Seattle,4,5,6,3,2.5,131,47.565316,-122.389248,"West Seattle Townhome, Close to Downtown"
4247,20390310,143510570,Entire home/apt,Seattle,24,5,4,1,1,119,47.612552,-122.314895,Hip and Fun Capitol Hill Flat
4248,20390337,143516774,Entire home/apt,Seattle,22,4.5,4,2,2,159,47.632925,-122.31134,Modern 2BR on Capitol Hill w/ Views
4249,20390340,143510570,Entire home/apt,Seattle,3,3.5,6,3,2,184,47.514989,-122.378099,Modern Home Near Lincoln Park
4250,20390355,143510570,Entire home/apt,Seattle,1,,6,3,2.5,283,47.628845,-122.36167,Chic Seattle Queen Anne Home w/View
4251,20390391,143519492,Entire home/apt,Seattle,1,,4,2,1,117,47.722619,-122.280293,Beautiful 2BR Seattle Lake Apartment
4252,20390399,143519492,Entire home/apt,Seattle,18,5,6,3,2,228,47.6641,-122.359348,3BR Mountain View House in Seattle
4255,20404861,38706433,Private room,Bellevue,0,,2,1,1,167,47.620768,-122.193131,Upscale apartment in downtown Bellevue
4256,20405820,1564148,Entire home/apt,Seattle,97,4.5,2,0,1,78,47.615105,-122.309334,Entire Private Studio & Patio in Capitol Hill
4257,20408144,11138744,Private room,Seattle,20,5,2,1,1,99,47.663532,-122.367616,Ballard Breweries - Whole Floor of Modern Townhome
4259,20413890,110082609,Entire home/apt,Seattle,106,5,3,0,1,55,47.615295,-122.310285,Capitol Hill Studio Apt - 94 Walk Score!!
4260,20421033,143391047,Entire home/apt,Kirkland,11,4.5,10,4,2,339,47.693073,-122.209227,Short Walk to Lake Beach & Park- 15 min to Seattle
4261,20423610,29186258,Entire home/apt,Bellevue,5,4.5,6,2,1.5,128,47.605,-122.201372,2B cozy apt close to downtown Main Street
4262,20423967,29186258,Entire home/apt,Bellevue,11,5,5,2,1,158,47.610239,-122.201905,Stylish brand new 2B apt at downtown park
4263,20425771,141688566,Entire home/apt,Seattle,83,4.5,10,3,1,99,47.583446,-122.294736,"3 bedroom house near stadiums, downtown & transit"
4264,20427308,141688566,Private room,Seattle,11,5,2,1,1,30,47.584282,-122.296638,Small Mt. Baker room near downtown Seattle & train
4265,20428070,33251020,Entire home/apt,Seattle,8,5,6,3,2,325,47.588744,-122.384917,Modern Skyline View perfect for holiday gatherings
4266,20429546,6746292,Private room,Seattle,36,5,3,1,1,105,47.639989,-122.368277,Private Room w/Ensuite Restroom  + Free Parking
4267,20436882,32995717,Entire home/apt,Seattle,71,4.5,4,0,1,60,47.514809,-122.253644,Lake Washington Studio Beach House
4270,20449022,4592558,Entire home/apt,Seattle,43,4.5,4,1,1,50,47.558031,-122.285668,Private Suite with a Serene Backyard Forest
4271,20450365,10281202,Entire home/apt,Seattle,20,5,4,2,2,123,47.567289,-122.370042,Seattle -  2-bedroom House
4273,20453505,595610,Entire home/apt,Seattle,112,4.5,5,2,1,84,47.618295,-122.306204,Luminous Double Loft Conveniently Located!
4274,20455588,145720154,Entire home/apt,Seattle,75,4.5,6,2,1,80,47.540652,-122.275768,2 BR Home with MIL blocks from light Rail Train
4275,20456294,56128270,Private room,Bellevue,3,5,2,1,1,55,47.552915,-122.173153,Super Spacious Suite!
4276,20457240,6471845,Entire home/apt,Seattle,24,5,8,2,2,200,47.656285,-122.34949400000001,"ENTIRE HOME Fremont Craftsman, PERFECT location"
4277,20458443,94354517,Entire home/apt,Seattle,69,5,2,1,1,47,47.693093,-122.341551,Greenlake mother-in-law with all you need!
4278,20458562,28452678,Private room,Seattle,42,5,2,1,1.5,35,47.619278,-122.304614,"Cute room in Cap Hill, walk everywhere!"
4279,20460194,64476965,Entire home/apt,Seattle,53,5,6,1,1,110,47.674929,-122.33083,Kick Back at the Blue Pine Cottage at Green Lake.
4280,20469505,12644466,Entire home/apt,Seattle,33,4.5,2,0,1,80,47.615327,-122.346434,NEW Luxury Studio 5 min Walk To Pike Place Market
4281,20478193,26967583,Private room,Seattle,83,4.5,2,1,1.5,30,47.616229,-122.314903,French Connection 10 min walk to downtown
4282,20478622,26967583,Private room,Seattle,102,4.5,2,1,1.5,30,47.615271,-122.3163,Happy Buddha Room 10 min walk to downtown
4283,20479118,26967583,Private room,Seattle,34,4,2,1,1,25,47.616271,-122.317058,Yellow Pear Room 10 min walk to downtown
4284,20479407,26967583,Private room,Seattle,88,4.5,2,1,1.5,25,47.616794,-122.316676,Paris in Pink Bedroom 10 min walk to downtown
4285,20482259,110897499,Entire home/apt,Seattle,15,5,3,0,1,300,47.620251,-122.346421,Great location next to Seattle Center!
4287,20487351,141688566,Private room,Seattle,16,5,4,1,1,35,47.582432,-122.295033,One or two beds near downtown Seattle train & lake
4288,20498045,13045913,Entire home/apt,Seattle,59,5,3,2,1,55,47.545689,-122.388795,"Big basement with private entrance, conjoined BRs"
4289,20501756,4957019,Private room,Seattle,2,,1,1,0.5,32,47.669485,-122.363402,Eclectic Eco-Conscious Studio in Ballard/Phinney
4290,20505441,70491455,Entire home/apt,Seattle,42,4.5,3,1,1,74,47.688204,-122.339158,Trendy Spacious Basement Apartment!
4291,20514304,30845951,Entire home/apt,Seattle,9,5,5,2,1,116,47.581751,-122.402626,Alki Beach/Seattle in city beautiful apartment
4292,20520544,2013576,Entire home/apt,Seattle,72,5,4,2,1,102,47.671045,-122.322949,Charming Greenlake Craftsman
4293,20523187,1837404,Entire home/apt,Seattle,7,5,5,2,2.5,300,47.604368,-122.308324,"Beautiful, Renovated Central District Farmhouse"
4294,20524897,6606280,Private room,Seattle,16,4.5,2,1,1.5,65,47.512882,-122.349876,Nice quiet room #1
4295,20541200,165390,Entire home/apt,Seattle,8,5,8,3,2.5,375,47.658821,-122.34623,"Modern, Stand-alone Spacious Home with Spa Bathroom"
4296,20542042,46019955,Entire home/apt,Seattle,77,5,4,1,1,85,47.578,-122.304587,FunClassyModern Basement Suite in Central Seattle
4297,20544121,146699128,Entire home/apt,Seattle,6,4.5,2,1,1,125,47.702854,-122.382804,Villa Italia
4298,20545189,10809449,Entire home/apt,Seattle,2,,12,5,2,600,47.672276,-122.370273,Classic but modern 4-bedroom home + MIL in Ballard
4299,20551022,7376580,Entire home/apt,Seattle,1,,4,2,1,225,47.527998,-122.287824,"2 BR, 1 BA Home with Amazing Lake Views"
4300,20551436,7376580,Private room,Seattle,2,,4,2,1,149,47.528605,-122.286402,"2 BR/1BA, private level, amazing views"
4302,20553170,595610,Entire home/apt,Seattle,118,4.5,5,2,1,84,47.618571,-122.307217,Stylish Double Loft in Walkable Cap Hill!
4303,20553784,10809449,Entire home/apt,Seattle,4,5,8,4,1,413,47.673319,-122.370188,Classic but modern 4 bedroom Craftsman in Ballard
4304,20556041,47364875,Private room,Seattle,2,,1,1,1,44,47.674274,-122.258183,Nice bedroom near UW/Lake/Park
4305,20566157,7376580,Private room,Seattle,4,5,2,1,1,72,47.528294,-122.287896,"1 private BR, easy access to downtown"
4306,20571788,146938993,Entire home/apt,Seattle,53,5,4,1,1,98,47.650687,-122.38455,Perfect Little Magnolia Home + Off-Street Parking
4307,20572116,24089607,Entire home/apt,Seattle,85,5,4,1,1,69,47.645287,-122.35723,Chic & Cozy Airstream Guesthouse in Queen Anne
4308,20573167,95934398,Entire home/apt,Seattle,13,5,5,3,2.5,350,47.674707,-122.294861,Great house for a family or couples!
4309,20574696,146977981,Private room,Seattle,16,5,2,1,1,75,47.696415,-122.348485,Spacious private bedroom in Greenlake with patio
4310,20575236,20188604,Entire home/apt,Seattle,114,4.5,4,0,1,55,47.61724,-122.347613,"Walk to Space Needle, Coffee Shops & Restaraunts!"
4312,20586238,147077150,Private room,Bellevue,28,5,2,1,2.5,55,47.613241,-122.176985,La Belle Vue
4313,20587283,10894885,Entire home/apt,Seattle,54,5,4,2,1,125,47.67764,-122.361282,Phinney/Greenwood/Ballard Apt: Private Entrance
4314,20589336,137379895,Private room,Seattle,1,,2,1,1,100,47.64643,-122.391825,mid century modern launch pad for two
4315,20590438,97545076,Entire home/apt,Seattle,29,4.5,9,4,2,141,47.556813,-122.290534,Home away from home. Welcome to Seattle
4316,20593704,143391047,Entire home/apt,Bellevue,5,4.5,5,2,2,399,47.621548,-122.190606,Heart of Downtown Bellevue -Walk to Everything!!
4317,20598952,43302316,Private room,Seattle,95,5,2,1,1,40,47.591042,-122.317726,"Private Room on Beacon Hill, minutes to downtown."
4318,20601558,147222913,Entire home/apt,Seattle,67,5,8,3,3.5,125,47.56554,-122.363623,Townhouse near DT Seattle w/ Rooftop Deck & View
4319,20601895,12938596,Entire home/apt,Seattle,122,5,4,1,1,80,47.5804,-122.396545,Mid Century Admiral District Flat with Sauna
4320,20602379,147140337,Entire home/apt,Seattle,119,5,2,1,1,47,47.617325,-122.324095,"Modern, Cozy & Revitalized | Walk Everywhere (a)"
4321,20604731,79354480,Entire home/apt,Seattle,39,5,3,2,1,125,47.633474,-122.303921,Hidden Gem in Classy North Capitol Hill
4322,20606159,9621755,Entire home/apt,Seattle,37,5,2,1,1,75,47.603159,-122.30587,Open 1 Bedroom Central District Apartment
4323,20606487,120600853,Entire home/apt,Seattle,25,5,4,1,1,78,47.700621,-122.374328,North Ballard Getaway - A Private Apartment
4324,20606638,4501438,Entire home/apt,Seattle,2,,2,1,1,137,47.631154,-122.305155,Freshly remodeled apartment - North Capitol Hill
4326,20621195,29186258,Entire home/apt,Bellevue,13,4.5,9,4,2,158,47.592319,-122.197322,House with garden minutes to downtown 靠近市中心的花园别墅
4328,20622281,21781360,Private room,Seattle,11,5,1,1,1,32,47.677814,-122.316673,Roosevelt Guest House - The Eleanor Room
4329,20622986,11828812,Entire home/apt,Seattle,34,5,3,1,1,80,47.670146,-122.308713,University District Apartment
4330,20625429,102279394,Private room,Seattle,0,,1,0,1,60,47.548495,-122.274648,Cozy room for working professionals.
4331,20625690,147140337,Entire home/apt,Seattle,85,5,2,0,1,56,47.617488,-122.324112,"Modern, Cozy & Revitalized | Walk Everywhere (b)"
4332,20625897,147140337,Entire home/apt,Seattle,103,5,3,1,1,57,47.617747,-122.324788,"Modern, Cozy & Revitalized | Walk Everywhere (e)"
4333,20626066,147140337,Entire home/apt,Seattle,100,5,3,1,1,51,47.616586,-122.325709,"Modern, Cozy & Revitalized | Walk Everywhere (c)"
4334,20626196,147140337,Entire home/apt,Seattle,97,5,3,1,1,49,47.617284,-122.326214,"Modern, Cozy & Revitalized | Walk Everywhere (d)"
4335,20626390,10170629,Entire home/apt,Seattle,86,5,7,2,1,60,47.619321,-122.356992,Spacious Condo w/Puget Sound Views
4336,20635859,147540791,Private room,Seattle,23,5,2,1,1,31,47.527858,-122.281079,碧近山新房独栋雅居出租
4337,20638901,121688409,Entire home/apt,Seattle,3,3.5,6,2,1,108,47.576266,-122.29323,Cozy Seattle Apt. w/Patio - 11 Mins From Downtown!
4338,20641402,2488409,Entire home/apt,Seattle,30,5,2,1,1,74,47.524206,-122.382841,Fauntlee Hills MIL with View
4339,20647832,57465462,Entire home/apt,Seattle,23,5,5,3,3,220,47.669129,-122.318729,Beautiful elegant Ravenna house
4340,20651411,147540791,Shared room,Seattle,21,5,2,1,1,30,47.525068,-122.281181,Susan's home
4342,20656485,147736566,Entire home/apt,Seattle,39,5,8,2,1,105,47.57674,-122.410953,A block to Alki Beach
4343,20667591,2033580,Entire home/apt,Seattle,59,5,2,1,1,81,47.673981,-122.390419,Ballard HQ2: Walk everywhere!
4344,20667852,56206780,Entire home/apt,Seattle,28,5,3,0,1,85,47.518663,-122.387353,Simple and Clean Retreat for Travelers
4345,20677875,21657484,Entire home/apt,Seattle,42,5,4,1,1,75,47.646483,-122.385692,Magnolia - large studio - convenient to downtown
4346,20678766,50550045,Entire home/apt,Seattle,1,,2,0,1,75,47.611177,-122.323585,1 First Hill Corporate Rentals XX
4347,20678870,50550045,Entire home/apt,Seattle,8,5,2,0,1,75,47.608269,-122.328278,1 First Hill Corporate Rentals XX
4348,20678933,50550045,Entire home/apt,Seattle,1,,2,1,1,75,47.6112,-122.323047,1 First Hill Corporate Rentals XX
4349,20679053,50550045,Entire home/apt,Seattle,0,,1,1,1,175,47.615998,-122.349259,1 Pike Place Market Corporate Rentals XX
4350,20680261,147988736,Private room,Seattle,23,4.5,2,1,1,55,47.604905,-122.313381,Cozy Golden Room - Great Location
4351,20680300,60835774,Private room,Bellevue,8,5,1,1,1,85,47.636853,-122.118184,"Cozy Private Room in Bellevue, right by Microsoft"
4352,20680550,147988736,Private room,Seattle,32,4.5,2,2,1,60,47.60338,-122.313435,Cozy Red Room - Great Location
4353,20690887,148079052,Entire home/apt,Seattle,60,5,6,3,2.5,350,47.630423,-122.324881,Take In Lake And City Views from a Modern Home
4354,20692613,72507096,Entire home/apt,Seattle,43,5,2,1,1,105,47.694229,-122.278442,Private Guest House in Matthews Beach with Hot Tub
4355,20696304,4335914,Entire home/apt,Seattle,85,5,4,1,1.5,98,47.621708,-122.338882,Art-Filled Industrial Loft in South Lake Union
4357,20712028,27690741,Private room,Seattle,58,4.5,2,1,1,45,47.65476,-122.386749,*Clean Comfy Room in Modern Home-No Cleaning Fee*
